admin_unit_code,sector,indicator_key,indicator_label,coverage_pct,deficit_pct,source,year
IN-MA-thane,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,74.7,25.3,NFHS-5,2021
IN-MA-thane,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,96.7,3.3,NFHS-5,2021
IN-MA-thane,electricity,pct_households_no_electricity,Households without an electricity connection,99.3,0.7,NFHS-5,2021
IN-MA-wardha,health,pct_births_non_institutional,Births not delivered in a health facility,98.8,1.2,NFHS-5,2021
IN-MA-wardha,education,pct_females_never_attended_school,Females age 6+ who never attended school,85.1,14.9,NFHS-5,2021
IN-MA-wardha,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,80.2,19.8,NFHS-5,2021
IN-MA-wardha,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.5,1.5,NFHS-5,2021
IN-MA-wardha,electricity,pct_households_no_electricity,Households without an electricity connection,98.8,1.2,NFHS-5,2021
IN-MA-washim,health,pct_births_non_institutional,Births not delivered in a health facility,92.9,7.1,NFHS-5,2021
IN-MA-washim,education,pct_females_never_attended_school,Females age 6+ who never attended school,76.0,24.0,NFHS-5,2021
IN-MA-washim,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,61.5,38.5,NFHS-5,2021
IN-MA-washim,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,73.7,26.3,NFHS-5,2021
IN-MA-washim,electricity,pct_households_no_electricity,Households without an electricity connection,97.2,2.8,NFHS-5,2021
IN-MA-yavatmal,health,pct_births_non_institutional,Births not delivered in a health facility,96.3,3.7,NFHS-5,2021
IN-MA-yavatmal,education,pct_females_never_attended_school,Females age 6+ who never attended school,77.6,22.4,NFHS-5,2021
IN-MA-yavatmal,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,66.4,33.6,NFHS-5,2021
IN-MA-yavatmal,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,89.5,10.5,NFHS-5,2021
IN-MA-yavatmal,electricity,pct_households_no_electricity,Households without an electricity connection,97.2,2.8,NFHS-5,2021
IN-MA-bishnupur,health,pct_births_non_institutional,Births not delivered in a health facility,89.5,10.5,NFHS-5,2021
IN-MA-bishnupur,education,pct_females_never_attended_school,Females age 6+ who never attended school,81.5,18.5,NFHS-5,2021
IN-MA-bishnupur,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,52.6,47.4,NFHS-5,2021
IN-MA-bishnupur,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,77.7,22.3,NFHS-5,2021
IN-MA-bishnupur,electricity,pct_households_no_electricity,Households without an electricity connection,98.6,1.4,NFHS-5,2021
IN-MA-chandel,health,pct_births_non_institutional,Births not delivered in a health facility,55.5,44.5,NFHS-5,2021
IN-MA-chandel,education,pct_females_never_attended_school,Females age 6+ who never attended school,76.9,23.1,NFHS-5,2021
IN-MA-chandel,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,85.2,14.8,NFHS-5,2021
IN-MA-chandel,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,68.6,31.4,NFHS-5,2021
IN-MA-chandel,electricity,pct_households_no_electricity,Households without an electricity connection,99.9,0.1,NFHS-5,2021
IN-MA-churachandpur,health,pct_births_non_institutional,Births not delivered in a health facility,72.9,27.1,NFHS-5,2021
IN-MA-churachandpur,education,pct_females_never_attended_school,Females age 6+ who never attended school,84.0,16.0,NFHS-5,2021
IN-MA-churachandpur,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,81.2,18.8,NFHS-5,2021
IN-MA-churachandpur,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,62.5,37.5,NFHS-5,2021
IN-MA-churachandpur,electricity,pct_households_no_electricity,Households without an electricity connection,94.0,6.0,NFHS-5,2021
IN-MA-senapati,health,pct_births_non_institutional,Births not delivered in a health facility,45.8,54.2,NFHS-5,2021
IN-MA-senapati,education,pct_females_never_attended_school,Females age 6+ who never attended school,79.6,20.4,NFHS-5,2021
IN-MA-senapati,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,84.4,15.6,NFHS-5,2021
IN-MA-senapati,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,64.4,35.6,NFHS-5,2021
IN-MA-senapati,electricity,pct_households_no_electricity,Households without an electricity connection,98.8,1.2,NFHS-5,2021
IN-MA-tamenglong,health,pct_births_non_institutional,Births not delivered in a health facility,57.7,42.3,NFHS-5,2021
IN-MA-tamenglong,education,pct_females_never_attended_school,Females age 6+ who never attended school,78.4,21.6,NFHS-5,2021
IN-MA-tamenglong,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,77.9,22.1,NFHS-5,2021
IN-MA-tamenglong,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,51.6,48.4,NFHS-5,2021
IN-MA-tamenglong,electricity,pct_households_no_electricity,Households without an electricity connection,93.6,6.4,NFHS-5,2021
IN-MA-thoubal,health,pct_births_non_institutional,Births not delivered in a health facility,87.8,12.2,NFHS-5,2021
IN-MA-thoubal,education,pct_females_never_attended_school,Females age 6+ who never attended school,79.9,20.1,NFHS-5,2021
IN-MA-thoubal,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,61.3,38.7,NFHS-5,2021
IN-MA-thoubal,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,72.5,27.5,NFHS-5,2021
IN-MA-thoubal,electricity,pct_households_no_electricity,Households without an electricity connection,98.6,1.4,NFHS-5,2021
IN-MA-ukhrul,health,pct_births_non_institutional,Births not delivered in a health facility,44.6,55.4,NFHS-5,2021
IN-MA-ukhrul,education,pct_females_never_attended_school,Females age 6+ who never attended school,83.7,16.3,NFHS-5,2021
IN-MA-ukhrul,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,81.4,18.6,NFHS-5,2021
IN-MA-ukhrul,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,50.9,49.1,NFHS-5,2021
IN-MA-ukhrul,electricity,pct_households_no_electricity,Households without an electricity connection,95.0,5.0,NFHS-5,2021
IN-ME-east-garo-hills,health,pct_births_non_institutional,Births not delivered in a health facility,73.8,26.2,NFHS-5,2021
IN-ME-east-garo-hills,education,pct_females_never_attended_school,Females age 6+ who never attended school,90.9,9.1,NFHS-5,2021
IN-ME-east-garo-hills,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,83.9,16.1,NFHS-5,2021
IN-ME-east-garo-hills,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,67.0,33.0,NFHS-5,2021
IN-ME-east-garo-hills,electricity,pct_households_no_electricity,Households without an electricity connection,97.4,2.6,NFHS-5,2021
IN-ME-east-khasi-hills,health,pct_births_non_institutional,Births not delivered in a health facility,63.4,36.6,NFHS-5,2021
IN-ME-east-khasi-hills,education,pct_females_never_attended_school,Females age 6+ who never attended school,88.7,11.3,NFHS-5,2021
IN-ME-east-khasi-hills,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,80.9,19.1,NFHS-5,2021
IN-ME-east-khasi-hills,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,90.0,10.0,NFHS-5,2021
IN-ME-east-khasi-hills,electricity,pct_households_no_electricity,Households without an electricity connection,96.6,3.4,NFHS-5,2021
IN-ME-ri-bhoi,health,pct_births_non_institutional,Births not delivered in a health facility,56.9,43.1,NFHS-5,2021
IN-ME-ri-bhoi,education,pct_females_never_attended_school,Females age 6+ who never attended school,85.3,14.7,NFHS-5,2021
IN-ME-ri-bhoi,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,85.3,14.7,NFHS-5,2021
IN-ME-ri-bhoi,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,86.2,13.8,NFHS-5,2021
IN-ME-ri-bhoi,electricity,pct_households_no_electricity,Households without an electricity connection,92.1,7.9,NFHS-5,2021
IN-ME-south-garo-hills,health,pct_births_non_institutional,Births not delivered in a health facility,88.3,11.7,NFHS-5,2021
IN-ME-south-garo-hills,education,pct_females_never_attended_school,Females age 6+ who never attended school,89.2,10.8,NFHS-5,2021
IN-ME-south-garo-hills,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,88.4,11.6,NFHS-5,2021
IN-ME-south-garo-hills,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,60.4,39.6,NFHS-5,2021
IN-ME-south-garo-hills,electricity,pct_households_no_electricity,Households without an electricity connection,98.6,1.4,NFHS-5,2021
IN-ME-west-garo-hills,health,pct_births_non_institutional,Births not delivered in a health facility,89.6,10.4,NFHS-5,2021
IN-ME-west-garo-hills,education,pct_females_never_attended_school,Females age 6+ who never attended school,88.7,11.3,NFHS-5,2021
IN-ME-west-garo-hills,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,86.3,13.7,NFHS-5,2021
IN-ME-west-garo-hills,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,83.7,16.3,NFHS-5,2021
IN-ME-west-garo-hills,electricity,pct_households_no_electricity,Households without an electricity connection,94.7,5.3,NFHS-5,2021
IN-ME-west-khasi-hills,health,pct_births_non_institutional,Births not delivered in a health facility,41.7,58.3,NFHS-5,2021
IN-ME-west-khasi-hills,education,pct_females_never_attended_school,Females age 6+ who never attended school,85.1,14.9,NFHS-5,2021
IN-ME-west-khasi-hills,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,87.8,12.2,NFHS-5,2021
IN-ME-west-khasi-hills,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,80.5,19.5,NFHS-5,2021
IN-ME-west-khasi-hills,electricity,pct_households_no_electricity,Households without an electricity connection,85.0,15.0,NFHS-5,2021
IN-MI-aizawl,health,pct_births_non_institutional,Births not delivered in a health facility,97.4,2.6,NFHS-5,2021
IN-MI-aizawl,education,pct_females_never_attended_school,Females age 6+ who never attended school,97.8,2.2,NFHS-5,2021
IN-MI-aizawl,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,96.1,3.9,NFHS-5,2021
IN-MI-aizawl,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.3,1.7,NFHS-5,2021
IN-MI-aizawl,electricity,pct_households_no_electricity,Households without an electricity connection,99.7,0.3,NFHS-5,2021
IN-MI-champhai,health,pct_births_non_institutional,Births not delivered in a health facility,96.7,3.3,NFHS-5,2021
IN-MI-champhai,education,pct_females_never_attended_school,Females age 6+ who never attended school,93.3,6.7,NFHS-5,2021
IN-MI-champhai,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,98.3,1.7,NFHS-5,2021
IN-MI-champhai,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.6,1.4,NFHS-5,2021
IN-MI-champhai,electricity,pct_households_no_electricity,Households without an electricity connection,100.0,0.0,NFHS-5,2021
IN-MI-kolasib,health,pct_births_non_institutional,Births not delivered in a health facility,91.4,8.6,NFHS-5,2021
IN-MI-kolasib,education,pct_females_never_attended_school,Females age 6+ who never attended school,93.9,6.1,NFHS-5,2021
IN-MI-kolasib,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,96.8,3.2,NFHS-5,2021
IN-MI-kolasib,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,95.3,4.7,NFHS-5,2021
IN-MI-kolasib,electricity,pct_households_no_electricity,Households without an electricity connection,99.1,0.9,NFHS-5,2021
IN-MI-lawngtlai,health,pct_births_non_institutional,Births not delivered in a health facility,53.7,46.3,NFHS-5,2021
IN-MI-lawngtlai,education,pct_females_never_attended_school,Females age 6+ who never attended school,79.9,20.1,NFHS-5,2021
IN-MI-lawngtlai,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,90.3,9.7,NFHS-5,2021
IN-MI-lawngtlai,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,82.2,17.8,NFHS-5,2021
IN-MI-lawngtlai,electricity,pct_households_no_electricity,Households without an electricity connection,89.0,11.0,NFHS-5,2021
IN-MI-lunglei,health,pct_births_non_institutional,Births not delivered in a health facility,82.7,17.3,NFHS-5,2021
IN-MI-lunglei,education,pct_females_never_attended_school,Females age 6+ who never attended school,89.8,10.2,NFHS-5,2021
IN-MI-lunglei,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,95.6,4.4,NFHS-5,2021
IN-MI-lunglei,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,96.0,4.0,NFHS-5,2021
IN-MI-lunglei,electricity,pct_households_no_electricity,Households without an electricity connection,98.0,2.0,NFHS-5,2021
IN-MI-mamit,health,pct_births_non_institutional,Births not delivered in a health facility,75.0,25.0,NFHS-5,2021
IN-MI-mamit,education,pct_females_never_attended_school,Females age 6+ who never attended school,90.7,9.3,NFHS-5,2021
IN-MI-mamit,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,92.7,7.3,NFHS-5,2021
IN-MI-mamit,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.3,2.7,NFHS-5,2021
IN-MI-mamit,electricity,pct_households_no_electricity,Households without an electricity connection,97.9,2.1,NFHS-5,2021
IN-MI-saiha,health,pct_births_non_institutional,Births not delivered in a health facility,73.8,26.2,NFHS-5,2021
IN-MI-saiha,education,pct_females_never_attended_school,Females age 6+ who never attended school,92.2,7.8,NFHS-5,2021
IN-MI-saiha,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,91.5,8.5,NFHS-5,2021
IN-MI-saiha,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,95.2,4.8,NFHS-5,2021
IN-MI-saiha,electricity,pct_households_no_electricity,Households without an electricity connection,99.7,0.3,NFHS-5,2021
IN-MI-serchhip,health,pct_births_non_institutional,Births not delivered in a health facility,96.2,3.8,NFHS-5,2021
IN-MI-serchhip,education,pct_females_never_attended_school,Females age 6+ who never attended school,96.8,3.2,NFHS-5,2021
IN-MI-serchhip,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,98.2,1.8,NFHS-5,2021
IN-MI-serchhip,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.7,2.3,NFHS-5,2021
IN-MI-serchhip,electricity,pct_households_no_electricity,Households without an electricity connection,99.3,0.7,NFHS-5,2021
IN-NA-dimapur,health,pct_births_non_institutional,Births not delivered in a health facility,73.7,26.3,NFHS-5,2021
IN-NA-dimapur,education,pct_females_never_attended_school,Females age 6+ who never attended school,89.8,10.2,NFHS-5,2021
IN-NA-dimapur,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,81.1,18.9,NFHS-5,2021
IN-NA-dimapur,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,92.4,7.6,NFHS-5,2021
IN-NA-dimapur,electricity,pct_households_no_electricity,Households without an electricity connection,99.8,0.2,NFHS-5,2021
IN-NA-kohima,health,pct_births_non_institutional,Births not delivered in a health facility,66.9,33.1,NFHS-5,2021
IN-NA-kohima,education,pct_females_never_attended_school,Females age 6+ who never attended school,90.4,9.6,NFHS-5,2021
IN-NA-kohima,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,87.4,12.6,NFHS-5,2021
IN-NA-kohima,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,89.9,10.1,NFHS-5,2021
IN-NA-kohima,electricity,pct_households_no_electricity,Households without an electricity connection,99.5,0.5,NFHS-5,2021
IN-NA-mokokchung,health,pct_births_non_institutional,Births not delivered in a health facility,51.5,48.5,NFHS-5,2021
IN-NA-mokokchung,education,pct_females_never_attended_school,Females age 6+ who never attended school,88.0,12.0,NFHS-5,2021
IN-NA-mokokchung,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,96.7,3.3,NFHS-5,2021
IN-NA-mokokchung,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,97.4,2.6,NFHS-5,2021
IN-NA-mokokchung,electricity,pct_households_no_electricity,Households without an electricity connection,97.7,2.3,NFHS-5,2021
IN-NA-mon,health,pct_births_non_institutional,Births not delivered in a health facility,21.4,78.6,NFHS-5,2021
IN-NA-mon,education,pct_females_never_attended_school,Females age 6+ who never attended school,79.4,20.6,NFHS-5,2021
IN-NA-mon,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,86.4,13.6,NFHS-5,2021
IN-NA-mon,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,86.7,13.3,NFHS-5,2021
IN-NA-mon,electricity,pct_households_no_electricity,Households without an electricity connection,96.4,3.6,NFHS-5,2021
IN-NA-phek,health,pct_births_non_institutional,Births not delivered in a health facility,32.2,67.8,NFHS-5,2021
IN-NA-phek,education,pct_females_never_attended_school,Females age 6+ who never attended school,80.5,19.5,NFHS-5,2021
IN-NA-phek,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,90.1,9.9,NFHS-5,2021
IN-NA-phek,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.1,1.9,NFHS-5,2021
IN-NA-phek,electricity,pct_households_no_electricity,Households without an electricity connection,99.4,0.6,NFHS-5,2021
IN-NA-tuensang,health,pct_births_non_institutional,Births not delivered in a health facility,34.8,65.2,NFHS-5,2021
IN-NA-tuensang,education,pct_females_never_attended_school,Females age 6+ who never attended school,80.5,19.5,NFHS-5,2021
IN-NA-tuensang,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,92.0,8.0,NFHS-5,2021
IN-NA-tuensang,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,90.4,9.6,NFHS-5,2021
IN-NA-tuensang,electricity,pct_households_no_electricity,Households without an electricity connection,96.6,3.4,NFHS-5,2021
IN-NA-wokha,health,pct_births_non_institutional,Births not delivered in a health facility,43.6,56.4,NFHS-5,2021
IN-NA-wokha,education,pct_females_never_attended_school,Females age 6+ who never attended school,85.8,14.2,NFHS-5,2021
IN-NA-wokha,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,88.5,11.5,NFHS-5,2021
IN-NA-wokha,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,83.4,16.6,NFHS-5,2021
IN-NA-wokha,electricity,pct_households_no_electricity,Households without an electricity connection,99.7,0.3,NFHS-5,2021
IN-NA-zunheboto,health,pct_births_non_institutional,Births not delivered in a health facility,35.0,65.0,NFHS-5,2021
IN-NA-zunheboto,education,pct_females_never_attended_school,Females age 6+ who never attended school,87.4,12.6,NFHS-5,2021
IN-NA-zunheboto,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,88.9,11.1,NFHS-5,2021
IN-NA-zunheboto,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,91.0,9.0,NFHS-5,2021
IN-NA-zunheboto,electricity,pct_households_no_electricity,Households without an electricity connection,99.4,0.6,NFHS-5,2021
IN-OR-angul,health,pct_births_non_institutional,Births not delivered in a health facility,85.7,14.3,NFHS-5,2021
IN-OR-angul,education,pct_females_never_attended_school,Females age 6+ who never attended school,73.2,26.8,NFHS-5,2021
IN-OR-angul,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,66.4,33.6,NFHS-5,2021
IN-OR-angul,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,76.2,23.8,NFHS-5,2021
IN-OR-angul,electricity,pct_households_no_electricity,Households without an electricity connection,96.7,3.3,NFHS-5,2021
IN-OR-baleshwar,health,pct_births_non_institutional,Births not delivered in a health facility,97.6,2.4,NFHS-5,2021
IN-OR-baleshwar,education,pct_females_never_attended_school,Females age 6+ who never attended school,77.1,22.9,NFHS-5,2021
IN-OR-baleshwar,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,70.9,29.1,NFHS-5,2021
IN-OR-baleshwar,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.5,1.5,NFHS-5,2021
IN-OR-baleshwar,electricity,pct_households_no_electricity,Households without an electricity connection,97.1,2.9,NFHS-5,2021
IN-OR-baragarh,health,pct_births_non_institutional,Births not delivered in a health facility,99.6,0.4,NFHS-5,2021
IN-OR-baragarh,education,pct_females_never_attended_school,Females age 6+ who never attended school,72.1,27.9,NFHS-5,2021
IN-OR-baragarh,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,61.9,38.1,NFHS-5,2021
IN-OR-baragarh,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,98.0,2.0,NFHS-5,2021
IN-OR-baragarh,electricity,pct_households_no_electricity,Households without an electricity connection,98.4,1.6,NFHS-5,2021
IN-OR-bhadrak,health,pct_births_non_institutional,Births not delivered in a health facility,96.1,3.9,NFHS-5,2021
IN-OR-bhadrak,education,pct_females_never_attended_school,Females age 6+ who never attended school,81.2,18.8,NFHS-5,2021
IN-OR-bhadrak,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,62.0,38.0,NFHS-5,2021
IN-OR-bhadrak,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,100.0,0.0,NFHS-5,2021
IN-OR-bhadrak,electricity,pct_households_no_electricity,Households without an electricity connection,97.8,2.2,NFHS-5,2021
IN-OR-bolangir,health,pct_births_non_institutional,Births not delivered in a health facility,97.9,2.1,NFHS-5,2021
IN-OR-bolangir,education,pct_females_never_attended_school,Females age 6+ who never attended school,69.3,30.7,NFHS-5,2021
IN-OR-bolangir,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,66.3,33.7,NFHS-5,2021
IN-OR-bolangir,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,92.9,7.1,NFHS-5,2021
IN-OR-bolangir,electricity,pct_households_no_electricity,Households without an electricity connection,97.8,2.2,NFHS-5,2021
IN-OR-cuttack,health,pct_births_non_institutional,Births not delivered in a health facility,98.9,1.1,NFHS-5,2021
IN-OR-cuttack,education,pct_females_never_attended_school,Females age 6+ who never attended school,80.6,19.4,NFHS-5,2021
IN-OR-cuttack,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,60.2,39.8,NFHS-5,2021
IN-OR-cuttack,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,92.3,7.7,NFHS-5,2021
IN-OR-cuttack,electricity,pct_households_no_electricity,Households without an electricity connection,98.2,1.8,NFHS-5,2021
IN-OR-dhenkanal,health,pct_births_non_institutional,Births not delivered in a health facility,94.8,5.2,NFHS-5,2021
IN-OR-dhenkanal,education,pct_females_never_attended_school,Females age 6+ who never attended school,76.2,23.8,NFHS-5,2021
IN-OR-dhenkanal,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,58.2,41.8,NFHS-5,2021
IN-OR-dhenkanal,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,63.4,36.6,NFHS-5,2021
IN-OR-dhenkanal,electricity,pct_households_no_electricity,Households without an electricity connection,96.3,3.7,NFHS-5,2021
IN-OR-gajapati,health,pct_births_non_institutional,Births not delivered in a health facility,76.4,23.6,NFHS-5,2021
IN-OR-gajapati,education,pct_females_never_attended_school,Females age 6+ who never attended school,55.5,44.5,NFHS-5,2021
IN-OR-gajapati,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,58.3,41.7,NFHS-5,2021
IN-OR-gajapati,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,78.1,21.9,NFHS-5,2021
IN-OR-gajapati,electricity,pct_households_no_electricity,Households without an electricity connection,94.1,5.9,NFHS-5,2021
IN-OR-ganjam,health,pct_births_non_institutional,Births not delivered in a health facility,93.0,7.0,NFHS-5,2021
IN-OR-ganjam,education,pct_females_never_attended_school,Females age 6+ who never attended school,68.6,31.4,NFHS-5,2021
IN-OR-ganjam,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,72.9,27.1,NFHS-5,2021
IN-OR-ganjam,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,89.6,10.4,NFHS-5,2021
IN-OR-ganjam,electricity,pct_households_no_electricity,Households without an electricity connection,99.3,0.7,NFHS-5,2021
IN-OR-jagatsinghpur,health,pct_births_non_institutional,Births not delivered in a health facility,98.3,1.7,NFHS-5,2021
IN-OR-jagatsinghpur,education,pct_females_never_attended_school,Females age 6+ who never attended school,84.7,15.3,NFHS-5,2021
IN-OR-jagatsinghpur,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,60.1,39.9,NFHS-5,2021
IN-OR-jagatsinghpur,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.5,0.5,NFHS-5,2021
IN-OR-jagatsinghpur,electricity,pct_households_no_electricity,Households without an electricity connection,98.2,1.8,NFHS-5,2021
IN-OR-jajpur,health,pct_births_non_institutional,Births not delivered in a health facility,93.8,6.2,NFHS-5,2021
IN-OR-jajpur,education,pct_females_never_attended_school,Females age 6+ who never attended school,78.7,21.3,NFHS-5,2021
IN-OR-jajpur,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,47.4,52.6,NFHS-5,2021
IN-OR-jajpur,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,92.0,8.0,NFHS-5,2021
IN-OR-jajpur,electricity,pct_households_no_electricity,Households without an electricity connection,97.0,3.0,NFHS-5,2021
IN-OR-jharsuguda,health,pct_births_non_institutional,Births not delivered in a health facility,98.6,1.4,NFHS-5,2021
IN-OR-jharsuguda,education,pct_females_never_attended_school,Females age 6+ who never attended school,77.8,22.2,NFHS-5,2021
IN-OR-jharsuguda,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,70.0,30.0,NFHS-5,2021
IN-OR-jharsuguda,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,88.4,11.6,NFHS-5,2021
IN-OR-jharsuguda,electricity,pct_households_no_electricity,Households without an electricity connection,98.1,1.9,NFHS-5,2021
IN-OR-kalahandi,health,pct_births_non_institutional,Births not delivered in a health facility,92.8,7.2,NFHS-5,2021
IN-OR-kalahandi,education,pct_females_never_attended_school,Females age 6+ who never attended school,62.5,37.5,NFHS-5,2021
IN-OR-kalahandi,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,64.4,35.6,NFHS-5,2021
IN-OR-kalahandi,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,96.5,3.5,NFHS-5,2021
IN-OR-kalahandi,electricity,pct_households_no_electricity,Households without an electricity connection,97.2,2.8,NFHS-5,2021
IN-OR-kandhamal,health,pct_births_non_institutional,Births not delivered in a health facility,93.9,6.1,NFHS-5,2021
IN-OR-kandhamal,education,pct_females_never_attended_school,Females age 6+ who never attended school,64.2,35.8,NFHS-5,2021
IN-OR-kandhamal,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,52.4,47.6,NFHS-5,2021
IN-OR-kandhamal,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,64.4,35.6,NFHS-5,2021
IN-OR-kandhamal,electricity,pct_households_no_electricity,Households without an electricity connection,96.6,3.4,NFHS-5,2021
IN-OR-kendrapara,health,pct_births_non_institutional,Births not delivered in a health facility,96.7,3.3,NFHS-5,2021
IN-OR-kendrapara,education,pct_females_never_attended_school,Females age 6+ who never attended school,84.3,15.7,NFHS-5,2021
IN-OR-kendrapara,water_sanitation,pct_households_no_improved_sanitation,Households without an improved sanitation facility,57.3,42.7,NFHS-5,2021
IN-OR-kendrapara,water_sanitation,pct_households_no_improved_water,Households without an improved drinking water source,99.7,0.3,NFHS-5,2021
IN-OR-kendrapara,electricity,pct_households_no_electricity,Households without an electricity connection,99.5,0.5,NFHS-5,2021
IN-OR-khordha,health,pct_births_non_institutional,Births not delivered in a health facility,97.8,2.2,NFHS-5,2021
IN-OR-khordha,education,pct_females_never_attended_school,Females age 6+ who never attended school,84.4,15.6,NFHS-5,2021
